affy_hg_u133_plus_2	ensembl_gene_id	hgnc_symbol	entrezgene	uniprot_swissprot_accession	chromosome_name	start_position	end_position	band
210283_x_at	ENSG00000172239	PAIP1	10605		5	43526369	43557860	p12
210284_s_at	ENSG00000055208	TAB2	23118	Q9NYJ8	6	149539777	149732749	q25.1
210284_s_at	ENSG00000055208	TAB2	23118		6	149539777	149732749	q25.1
210285_x_at	ENSG00000146457	WTAP	9589	Q15007	6	160146617	160177351	q25.3
210285_x_at	ENSG00000146457	WTAP	9589		6	160146617	160177351	q25.3
210286_s_at	ENSG00000033867	SLC4A7	9497		3	27414214	27525911	p24.1
210286_s_at	ENSG00000033867	SLC4A7	9497	Q9Y6M7	3	27414214	27525911	p24.1
210288_at	ENSG00000139187	KLRG1	10219		12	9102640	9163356	p13.31
210288_at	ENSG00000139187	KLRG1	10219	Q96E93	12	9102640	9163356	p13.31
210289_at	ENSG00000144035	NAT8	9027	Q9UHE5	2	73867959	73869520	p13.1
210290_at	ENSG00000103343	ZNF174	7727		16	3451190	3459370	p13.3
210291_s_at	ENSG00000103343	ZNF174	7727	Q15697	16	3451190	3459370	p13.3
210291_s_at	ENSG00000103343	ZNF174	7727		16	3451190	3459370	p13.3
210293_s_at	ENSG00000101310	SEC23B	10483	Q15437	20	18488137	18542059	p11.23
210293_s_at	ENSG00000101310	SEC23B	10483		20	18488137	18542059	p11.23
210294_at	ENSG00000231925	TAPBP	6892		6	33267471	33282164	p21.32
210295_at	ENSG00000124260	MAGEA10	4109	P43363	X	151301782	151307033	q28
210295_at	ENSG00000124260	MAGEA10	4109		X	151301782	151307033	q28
210296_s_at	ENSG00000164751	PEX2	5828	P28328	8	77892494	77913280	q21.11
210296_s_at	ENSG00000164751	PEX2	5828		8	77892494	77913280	q21.11
210297_s_at	ENSG00000138294	MSMB	4477	P08118	10	51549498	51562517	q11.23
210297_s_at	ENSG00000138294	MSMB	4477		10	51549498	51562517	q11.23
210298_x_at	ENSG00000022267	FHL1	2273		X	135229559	135293518	q26.3
210298_x_at	ENSG00000022267	FHL1	2273	Q13642	X	135229559	135293518	q26.3
210299_s_at	ENSG00000022267	FHL1	2273		X	135229559	135293518	q26.3
210299_s_at	ENSG00000022267	FHL1	2273	Q13642	X	135229559	135293518	q26.3
210300_at	ENSG00000088320	REM1	28954	O75628	20	30063096	30072708	q11.21
210301_at	ENSG00000158125	XDH	7498	P47989	2	31557187	31637581	p23.1
210302_s_at	ENSG00000181541	MAB21L2	10586	Q9Y586	4	151503077	151505843	q31.3
210303_at	ENSG00000181541	MAB21L2	10586	Q9Y586	4	151503077	151505843	q31.3
210304_at	ENSG00000133256	PDE6B	5158	P35913	4	619373	664571	p16.3
210304_at	ENSG00000133256	PDE6B	5158		4	619373	664571	p16.3
210305_at	ENSG00000178104	PDE4DIP	9659		1	144836157	145076186	q21.1
210305_at	ENSG00000178104	PDE4DIP	100134230		1	144836157	145076186	q21.1
210306_at	ENSG00000185513	L3MBTL1	26013		20	42136320	42179590	q13.12
210306_at	ENSG00000185513	L3MBTL1	26013	Q9Y468	20	42136320	42179590	q13.12
210307_s_at	ENSG00000183655	KLHL25	64410	Q9H0H3	15	86302554	86338261	q25.3
210307_s_at	ENSG00000183655	KLHL25	64410		15	86302554	86338261	q25.3
210309_at	ENSG00000108469	RECQL5	9400		17	73622925	73663269	q25.1
210310_s_at	ENSG00000138675	FGF5	2250	P12034	4	81187753	81257834	q21.21
210310_s_at	ENSG00000138675	FGF5	2250		4	81187753	81257834	q21.21
210311_at	ENSG00000138675	FGF5	2250	P12034	4	81187753	81257834	q21.21
210311_at	ENSG00000138675	FGF5	2250		4	81187753	81257834	q21.21
210312_s_at	ENSG00000109083	IFT20	90410	Q8IY31	17	26655353	26662495	q11.2
210312_s_at	ENSG00000109083	IFT20	90410		17	26655353	26662495	q11.2
210313_at	ENSG00000239961	LILRA4	23547	P59901	19	54844456	54850421	q13.42
210315_at	ENSG00000157152	SYN2	6854		3	12045862	12232907	p25.2
210316_at	ENSG00000037280	FLT4	2324	P35916	5	180028506	180076624	q35.3
210316_at	ENSG00000037280	FLT4	2324		5	180028506	180076624	q35.3
210317_s_at	ENSG00000108953	YWHAE	7531	P62258	17	1247566	1303505	p13.3
210317_s_at	ENSG00000108953	YWHAE	7531		17	1247566	1303505	p13.3
210318_at	ENSG00000107618	RBP3	5949	P10745	10	48381487	48390991	q11.22
210319_x_at	ENSG00000120149	MSX2	4488	P35548	5	174151536	174158144	q35.2
210320_s_at	ENSG00000141141	DDX52	11056	Q9Y2R4	17	35969826	36003493	q12
210320_s_at	ENSG00000141141	DDX52	11056		17	35969826	36003493	q12
210321_at	ENSG00000100450	GZMH	2999	P20718	14	25075688	25078905	q12
210321_at	ENSG00000100450	GZMH	2999		14	25075688	25078905	q12
210322_x_at	ENSG00000183878	UTY	7404		Y	15360259	15592553	q11.221
210323_at	ENSG00000092850	TEKT2	27285	Q9UIF3	1	36549676	36553876	p34.3
210323_at	ENSG00000092850	TEKT2	27285		1	36549676	36553876	p34.3
210324_at	ENSG00000176919	C8G	733		9	139839698	139841426	q34.3
210324_at	ENSG00000176919	C8G	733	P07360	9	139839698	139841426	q34.3
210325_at	ENSG00000158477	CD1A	909	P06126	1	158223927	158228059	q23.1
210326_at	ENSG00000172482	AGXT	189	P21549	2	241807896	241819919	q37.3
210327_s_at	ENSG00000172482	AGXT	189	P21549	2	241807896	241819919	q37.3
210328_at	ENSG00000124713	GNMT	27232	Q14749	6	42928496	42931618	p21.1
210329_s_at	ENSG00000170624	SGCD	6444		5	155297354	156194499	q33.2
210329_s_at	ENSG00000170624	SGCD	6444	Q92629	5	155297354	156194499	q33.2
210330_at	ENSG00000170624	SGCD	6444		5	155297354	156194499	q33.2
210331_at	ENSG00000002746	HECW1	23072	Q76N89	7	43152198	43602938	p14.1
210331_at	ENSG00000002746	HECW1	23072		7	43152198	43602938	p14.1
210333_at	ENSG00000136931	NR5A1	2516	Q13285	9	127243516	127269709	q33.3
210334_x_at	ENSG00000089685	BIRC5	332		17	76210277	76221715	q25.3
210334_x_at	ENSG00000089685	BIRC5	332	O15392	17	76210277	76221715	q25.3
210335_at	ENSG00000198774	RASSF9	9182	O75901	12	86198331	86230348	q21.31
210336_x_at	ENSG00000099326	MZF1	7593	P28698	19	59073285	59084942	q13.43
210337_s_at	ENSG00000131473	ACLY	47	P53396	17	40023161	40075272	q21.2
210337_s_at	ENSG00000131473	ACLY	47		17	40023161	40075272	q21.2
210338_s_at	ENSG00000109971	HSPA8	3312		11	122928197	122933938	q24.1
210338_s_at	ENSG00000109971	HSPA8	3312	P11142	11	122928197	122933938	q24.1
210339_s_at	ENSG00000167751	KLK2	3817	P20151	19	51376689	51383822	q13.33
210339_s_at	ENSG00000167751	KLK2	3817		19	51376689	51383822	q13.33
210340_s_at	ENSG00000198223	CSF2RA	1438	P15509	X	1387693	1429274	p22.33
210340_s_at	ENSG00000198223	CSF2RA	1438		X	1387693	1429274	p22.33
210341_at	ENSG00000196132	MYT1	4661	Q01538	20	62783144	62873604	q13.33
210341_at	ENSG00000196132	MYT1	4661		20	62783144	62873604	q13.33
210342_s_at	ENSG00000115705	TPO	7173	P07202	2	1377995	1547483	p25.3
210342_s_at	ENSG00000115705	TPO	7173		2	1377995	1547483	p25.3
210343_s_at	ENSG00000197901	SLC22A6	9356		11	62703857	62752469	q12.3
210343_s_at	ENSG00000197901	SLC22A6	9356	Q4U2R8	11	62703857	62752469	q12.3
210344_at	ENSG00000006025	OSBPL7	114881	Q9BZF2	17	45884733	45899200	q21.32
210344_at	ENSG00000006025	OSBPL7	114881		17	45884733	45899200	q21.32
210345_s_at	ENSG00000007174	DNAH9	1770	Q9NYC9	17	11501748	11873485	p12
210345_s_at	ENSG00000007174	DNAH9	1770		17	11501748	11873485	p12
210346_s_at	ENSG00000113240	CLK4	57396	Q9HAZ1	5	178029665	178057616	q35.3
210346_s_at	ENSG00000113240	CLK4	57396		5	178029665	178057616	q35.3
210347_s_at	ENSG00000119866	BCL11A	53335		2	60678302	60780702	p16.1
210348_at	ENSG00000108387	SEPT4	5414		17	56597616	56618062	q22
210349_at	ENSG00000152495	CAMK4	814		5	110559351	110830584	q22.1
210349_at	ENSG00000152495	CAMK4	814	Q16566	5	110559351	110830584	q22.1
210350_x_at	ENSG00000153487	ING1	3621		13	111365083	111373421	q34
210350_x_at	ENSG00000153487	ING1	3621	Q9UK53	13	111365083	111373421	q34
210352_at	ENSG00000112983	BRD8	10902	Q9H0E9	5	137475455	137514675	q31.2
210352_at	ENSG00000112983	BRD8	10902		5	137475455	137514675	q31.2
210353_s_at	ENSG00000103546	SLC6A2	6530	P23975	16	55671012	55740104	q12.2
210353_s_at	ENSG00000103546	SLC6A2	6530		16	55671012	55740104	q12.2
210354_at	ENSG00000111537	IFNG	3458	P01579	12	68548548	68553527	q15
210355_at	ENSG00000087494	PTHLH	5744		12	28111017	28125638	p11.22
210355_at	ENSG00000087494	PTHLH	5744	P12272	12	28111017	28125638	p11.22
210356_x_at	ENSG00000156738	MS4A1	931		11	60223225	60238233	q12.2
210356_x_at	ENSG00000156738	MS4A1	931	P11836	11	60223225	60238233	q12.2
210357_s_at	ENSG00000088826	SMOX	54498		20	4101627	4168394	p13
210357_s_at	ENSG00000088826	SMOX	54498	Q9NWM0	20	4101627	4168394	p13
210358_x_at	ENSG00000179348	GATA2	2624	P23769	3	128198270	128212028	q21.3
210358_x_at	ENSG00000179348	GATA2	2624		3	128198270	128212028	q21.3
210359_at	ENSG00000170873	MTSS1	9788		8	125563031	125740730	q24.13
210359_at	ENSG00000170873	MTSS1	9788	O43312	8	125563031	125740730	q24.13
210360_s_at	ENSG00000170873	MTSS1	9788		8	125563031	125740730	q24.13
210360_s_at	ENSG00000170873	MTSS1	9788	O43312	8	125563031	125740730	q24.13
210361_s_at	ENSG00000109381	ELF2	1998		4	139949266	140098372	q31.1
210361_s_at	ENSG00000109381	ELF2	1998	Q15723	4	139949266	140098372	q31.1
210362_x_at	ENSG00000140464	PML	5371	P29590	15	74287014	74339112	q24.1
210362_x_at	ENSG00000140464	PML	5371		15	74287014	74339112	q24.1
210363_s_at	ENSG00000149575	SCN2B	6327	O60939	11	118032666	118047388	q23.3
210364_at	ENSG00000149575	SCN2B	6327	O60939	11	118032666	118047388	q23.3
210365_at	ENSG00000159216	RUNX1	861		21	36160098	37357047	q22.12
210366_at	ENSG00000134538	SLCO1B1	10599	Q9Y6L6	12	21284136	21392180	p12.2
210367_s_at	ENSG00000148344	PTGES	9536	O14684	9	132500610	132515326	q34.11
210370_s_at	ENSG00000122224	LY9	4063		1	160765896	160798045	q23.3
210371_s_at	ENSG00000162521	RBBP4	5928	Q09028	1	33116743	33146258	p35.1
210371_s_at	ENSG00000162521	RBBP4	5928		1	33116743	33146258	p35.1
210372_s_at	ENSG00000111907	TPD52L1	7164		6	125440195	125585553	q22.31
210372_s_at	ENSG00000111907	TPD52L1	7164	Q16890	6	125440195	125585553	q22.31
210374_x_at	ENSG00000050628	PTGER3	5733	P43115	1	71318036	71513491	p31.1
210374_x_at	ENSG00000050628	PTGER3	5733		1	71318036	71513491	p31.1
210375_at	ENSG00000050628	PTGER3	5733	P43115	1	71318036	71513491	p31.1
210376_x_at	ENSG00000126767	ELK1	2002	P19419	X	47494920	47510003	p11.23
210376_x_at	ENSG00000126767	ELK1	2002		X	47494920	47510003	p11.23
210377_at	ENSG00000005187	ACSM3	6296	Q53FZ2	16	20775312	20808903	p12.3
210377_at	ENSG00000005187	ACSM3	6296		16	20775312	20808903	p12.3
210378_s_at	ENSG00000176101	SSNA1	8636	O43805	9	140083099	140084822	q34.3
210379_s_at	ENSG00000198586	TLK1	9874	Q9UKI8	2	171847333	172087824	q31.1
210379_s_at	ENSG00000198586	TLK1	9874		2	171847333	172087824	q31.1
210380_s_at	ENSG00000006283	CACNA1G	8913		17	48638429	48704835	q21.33
210380_s_at	ENSG00000006283	CACNA1G	8913	O43497	17	48638429	48704835	q21.33
210381_s_at	ENSG00000110148	CCKBR	887	P32239	11	6280966	6293357	p15.4
210381_s_at	ENSG00000110148	CCKBR	887		11	6280966	6293357	p15.4
210382_at	ENSG00000080293	SCTR	6344	P47872	2	120197419	120282070	q14.2
210383_at	ENSG00000144285	SCN1A	6323	P35498	2	166845670	166930149	q24.3
210383_at	ENSG00000144285	SCN1A	6323		2	166845670	166930149	q24.3
210384_at	ENSG00000160310	PRMT2	3275		21	48055079	48085036	q22.3
210385_s_at	ENSG00000164307	ERAP1	51752	Q9NZ08	5	96096521	96143803	q15
210385_s_at	ENSG00000164307	ERAP1	51752		5	96096521	96143803	q15
210386_s_at	ENSG00000173171	MTX1	4580	Q13505	1	155178490	155183614	q22
210386_s_at	ENSG00000173171	MTX1	4580		1	155178490	155183614	q22
210388_at	ENSG00000137841	PLCB2	5330		15	40580100	40600174	q15.1
210389_x_at	ENSG00000108423	TUBD1	51174	Q9UJT1	17	57936851	57970296	q23.1
210389_x_at	ENSG00000108423	TUBD1	51174		17	57936851	57970296	q23.1
210391_at	ENSG00000148200	NR6A1	2649	Q15406	9	127279888	127533589	q33.3
210392_x_at	ENSG00000148200	NR6A1	2649	Q15406	9	127279888	127533589	q33.3
210392_x_at	ENSG00000148200	NR6A1	2649		9	127279888	127533589	q33.3
210393_at	ENSG00000139292	LGR5	8549	O75473	12	71833550	71980090	q21.1
210393_at	ENSG00000139292	LGR5	8549		12	71833550	71980090	q21.1
210395_x_at	ENSG00000198336	MYL4	4635	P12829	17	45286428	45301045	q21.32
210397_at	ENSG00000164825	DEFB1	1672	P60022	8	6728097	6735544	p23.1
210398_x_at	ENSG00000156413	FUT6	2528		19	5830621	5839742	p13.3
210398_x_at	ENSG00000156413	FUT6	2528	P51993	19	5830621	5839742	p13.3
210399_x_at	ENSG00000156413	FUT6	2528		19	5830621	5839742	p13.3
210399_x_at	ENSG00000156413	FUT6	2528	P51993	19	5830621	5839742	p13.3
210400_at	ENSG00000161509	GRIN2C	2905	Q14957	17	72838162	72856966	q25.1
210401_at	ENSG00000108405	P2RX1	5023	P51575	17	3799891	3819960	p13.2
210402_at	ENSG00000151704	KCNJ1	3758		11	128706210	128737268	q24.3
210403_s_at	ENSG00000151704	KCNJ1	3758		11	128706210	128737268	q24.3
210403_s_at	ENSG00000151704	KCNJ1	3758	P48048	11	128706210	128737268	q24.3
210404_x_at	ENSG00000058404	CAMK2B	816		7	44256749	44374176	p13
210404_x_at	ENSG00000058404	CAMK2B	816	Q13554	7	44256749	44374176	p13
210405_x_at	ENSG00000120889	TNFRSF10B	8795	O14763	8	22877646	22926692	p21.3
210405_x_at	ENSG00000120889	TNFRSF10B	8795		8	22877646	22926692	p21.3
210407_at	ENSG00000100614	PPM1A	5494		14	60712426	60765805	q23.1
210408_s_at	ENSG00000100884	CPNE6	9362	O95741	14	24540046	24547309	q11.2
210408_s_at	ENSG00000100884	CPNE6	9362		14	24540046	24547309	q11.2
210411_s_at	ENSG00000150086	GRIN2B	2904	Q13224	12	13714144	14133053	p13.1
210412_at	ENSG00000150086	GRIN2B	2904	Q13224	12	13714144	14133053	p13.1
210413_x_at	ENSG00000206073	SERPINB4	6318	P48594	18	61304493	61311532	q21.33
210413_x_at	ENSG00000206073	SERPINB4	6318		18	61304493	61311532	q21.33
210414_at	ENSG00000126500	FLRT1	23769	Q9NZU1	11	63870660	63886645	q13.1
210415_s_at	ENSG00000136811	ODF2	4957		9	131217466	131263239	q34.11
210415_s_at	ENSG00000136811	ODF2	4957	Q5BJF6	9	131217466	131263239	q34.11
210416_s_at	ENSG00000183765	CHEK2	11200		22	29083731	29138410	q12.1
210416_s_at	ENSG00000183765	CHEK2	11200	O96017	22	29083731	29138410	q12.1
210417_s_at	ENSG00000143393	PI4KB	5298		1	151264273	151300191	q21.3
210417_s_at	ENSG00000143393	PI4KB	5298	Q9UBF8	1	151264273	151300191	q21.3
210418_s_at	ENSG00000101365	IDH3B	3420		20	2639041	2644865	p13
210418_s_at	ENSG00000101365	IDH3B	3420	O43837	20	2639041	2644865	p13
210419_at	ENSG00000043039	BARX2	8538	Q9UMQ3	11	129245835	129322171	q24.3
210421_s_at	ENSG00000074621	SLC24A1	9187		15	65903704	65953333	q22.31
210421_s_at	ENSG00000074621	SLC24A1	9187	O60721	15	65903704	65953333	q22.31
210422_x_at	ENSG00000018280	SLC11A1	6556	P49279	2	219246752	219261617	q35
210422_x_at	ENSG00000018280	SLC11A1	6556		2	219246752	219261617	q35
210423_s_at	ENSG00000018280	SLC11A1	6556	P49279	2	219246752	219261617	q35
210423_s_at	ENSG00000018280	SLC11A1	6556		2	219246752	219261617	q35
210426_x_at	ENSG00000069667	RORA	6095		15	60780483	61521518	q22.2
210426_x_at	ENSG00000069667	RORA	6095	P35398	15	60780483	61521518	q22.2
210427_x_at	ENSG00000182718	ANXA2	302	A6NMY6	15	60639333	60690185	q22.2
210427_x_at	ENSG00000182718	ANXA2	302	P07355	15	60639333	60690185	q22.2
210427_x_at	ENSG00000182718	ANXA2	302		15	60639333	60690185	q22.2
210428_s_at	ENSG00000185359	HGS	9146	O14964	17	79651020	79669145	q25.3
210428_s_at	ENSG00000185359	HGS	9146		17	79651020	79669145	q25.3
210429_at	ENSG00000187010	RHD	6007	Q02161	1	25598981	25656936	p36.11
210429_at	ENSG00000187010	RHD	6007		1	25598981	25656936	p36.11
210430_x_at	ENSG00000187010	RHD	6007	Q02161	1	25598981	25656936	p36.11
210430_x_at	ENSG00000187010	RHD	6007		1	25598981	25656936	p36.11
210431_at	ENSG00000163286	ALPPL2	251	P10696	2	233271553	233275424	q37.1
210432_s_at	ENSG00000153253	SCN3A	6328		2	165944032	166060577	q24.3
210432_s_at	ENSG00000153253	SCN3A	6328	Q9NY46	2	165944032	166060577	q24.3
210433_at	ENSG00000101346	POFUT1	23509		20	30795683	30826470	q11.21
210434_x_at	ENSG00000143543	JTB	10899	O76095	1	153946745	153950164	q21.3
210434_x_at	ENSG00000143543	JTB	10899		1	153946745	153950164	q21.3
210438_x_at	ENSG00000116747	TROVE2	6738		1	193028552	193060907	q31.2
210438_x_at	ENSG00000116747	TROVE2	6738	P10155	1	193028552	193060907	q31.2
210439_at	ENSG00000163600	ICOS	29851	Q9Y6W8	2	204801471	204826300	q33.2
210439_at	ENSG00000163600	ICOS	29851		2	204801471	204826300	q33.2
210440_s_at	ENSG00000079335	CDC14A	8556		1	100810584	100985833	p21.2
210440_s_at	ENSG00000079335	CDC14A	8556	Q9UNH5	1	100810584	100985833	p21.2
210441_at	ENSG00000079335	CDC14A	8556		1	100810584	100985833	p21.2
210442_at	ENSG00000115602	IL1RL1	9173	Q01638	2	102927962	102968497	q12.1
210443_x_at	ENSG00000060491	OGFR	11054	Q9NZT2	20	61436187	61445352	q13.33
210443_x_at	ENSG00000060491	OGFR	11054		20	61436187	61445352	q13.33
210445_at	ENSG00000170231	FABP6	2172	P51161	5	159614374	159665742	q33.3
210445_at	ENSG00000170231	FABP6	2172		5	159614374	159665742	q33.3
210446_at	ENSG00000102145	GATA1	2623	P15976	X	48644962	48652718	p11.23
210446_at	ENSG00000102145	GATA1	2623		X	48644962	48652718	p11.23
210447_at	ENSG00000182890	GLUD2	2747	P49448	X	120181462	120183794	q24
210448_s_at	ENSG00000083454	P2RX5	5026		17	3576521	3599698	p13.2
210448_s_at	ENSG00000083454	P2RX5	5026	Q93086	17	3576521	3599698	p13.2
210449_x_at	ENSG00000112062	MAPK14	1432		6	35995488	36079013	p21.31
210449_x_at	ENSG00000112062	MAPK14	1432	Q16539	6	35995488	36079013	p21.31
210451_at	ENSG00000143627	PKLR	5313		1	155259086	155271225	q22
210451_at	ENSG00000143627	PKLR	5313	P30613	1	155259086	155271225	q22
210452_x_at	ENSG00000186115	CYP4F2	4051	P78329	19	15988834	16008884	p13.12
210452_x_at	ENSG00000186115	CYP4F2	8529	P78329	19	15988834	16008884	p13.12
210453_x_at	ENSG00000167283	ATP5L	10632	O75964	11	118271869	118302211	q23.3
210453_x_at	ENSG00000167283	ATP5L	10632		11	118271869	118302211	q23.3
210454_s_at	ENSG00000157542	KCNJ6	3763	P48051	21	38996789	39288749	q22.13
210454_s_at	ENSG00000157542	KCNJ6	3763		21	38996789	39288749	q22.13
210455_at	ENSG00000166024	C10orf28	27291		10	99894387	100004654	q24.2
210455_at	ENSG00000166024	C10orf28	27291	Q7Z5L2	10	99894387	100004654	q24.2
210456_at	ENSG00000102230	PCYT1B	9468		X	24576204	24690794	p22.11
210456_at	ENSG00000102230	PCYT1B	9468	Q9Y5K3	X	24576204	24690794	p22.11
210457_x_at	ENSG00000137309	HMGA1	3159		6	34204577	34214008	p21.31
210457_x_at	ENSG00000137309	HMGA1	100130009		6	34204577	34214008	p21.31
210457_x_at	ENSG00000137309	HMGA1	3159	P17096	6	34204577	34214008	p21.31
210457_x_at	ENSG00000137309	HMGA1	100130009	P17096	6	34204577	34214008	p21.31
210458_s_at	ENSG00000136560	TANK	10010	Q92844	2	161993419	162092732	q24.2
210458_s_at	ENSG00000136560	TANK	10010		2	161993419	162092732	q24.2
210459_at	ENSG00000159352	PSMD4	5710		1	151227179	151239955	q21.3
210460_s_at	ENSG00000159352	PSMD4	5710	P55036	1	151227179	151239955	q21.3
210460_s_at	ENSG00000159352	PSMD4	5710		1	151227179	151239955	q21.3
210461_s_at	ENSG00000099204	ABLIM1	3983	O14639	10	116190872	116444414	q25.3
210461_s_at	ENSG00000099204	ABLIM1	3983		10	116190872	116444414	q25.3
210462_at	ENSG00000117475	BLZF1	8548		1	169337208	169365778	q24.2
210463_x_at	ENSG00000104907	TRMT1	55621	Q9NXH9	19	13215716	13227563	p13.2
210463_x_at	ENSG00000104907	TRMT1	55621		19	13215716	13227563	p13.2
210465_s_at	ENSG00000164975	SNAPC3	6619	Q92966	9	15422702	15465951	p22.3
210465_s_at	ENSG00000164975	SNAPC3	6619		9	15422702	15465951	p22.3
210466_s_at	ENSG00000142864	SERBP1	26135		1	67873493	67896098	p31.3
210466_s_at	ENSG00000142864	SERBP1	26135	Q8NC51	1	67873493	67896098	p31.3
210467_x_at	ENSG00000213401	MAGEA12	4111	P43365	X	151899293	151903184	q28
210467_x_at	ENSG00000213401	MAGEA12	4111		X	151899293	151903184	q28
210467_x_at	ENSG00000213401	MAGEA12	4111	P43357	X	151899293	151903184	q28
210470_x_at	ENSG00000147140	NONO	4841	Q15233	X	70503042	70521018	q13.1
210470_x_at	ENSG00000147140	NONO	4841		X	70503042	70521018	q13.1
210471_s_at	ENSG00000169282	KCNAB1	7881	Q14722	3	155755490	156256545	q25.31
210471_s_at	ENSG00000169282	KCNAB1	7881		3	155755490	156256545	q25.31
210473_s_at	ENSG00000152990	GPR125	166647	Q8IWK6	4	22346694	22517677	p15.2
210474_s_at	ENSG00000008128	CDK11A	984		1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	728642		1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	100294398		1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	984	P21127	1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	728642	P21127	1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	100294398	P21127	1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	984	Q9UQ88	1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	728642	Q9UQ88	1	1634169	1655966	p36.33
210474_s_at	ENSG00000008128	CDK11A	100294398	Q9UQ88	1	1634169	1655966	p36.33
210475_at	ENSG00000185668	POU3F1	5453	Q03052	1	38509523	38512450	p34.3
210476_s_at	ENSG00000113494	PRLR	5618		5	35048861	35230794	p13.2
210476_s_at	ENSG00000113494	PRLR	5618	P16471	5	35048861	35230794	p13.2
210477_x_at	ENSG00000107643	MAPK8	5599	P45983	10	49514698	49647403	q11.22
210477_x_at	ENSG00000107643	MAPK8	5599		10	49514698	49647403	q11.22
210479_s_at	ENSG00000069667	RORA	6095		15	60780483	61521518	q22.2
210479_s_at	ENSG00000069667	RORA	6095	P35398	15	60780483	61521518	q22.2
210480_s_at	ENSG00000196586	MYO6	4646		6	76458909	76629254	q14.1
210480_s_at	ENSG00000196586	MYO6	4646	Q9UM54	6	76458909	76629254	q14.1
210481_s_at	ENSG00000104938	CLEC4M	10332	Q9H2X3	19	7828035	7834490	p13.2
210481_s_at	ENSG00000104938	CLEC4M	10332		19	7828035	7834490	p13.2
210482_x_at	ENSG00000137764	MAP2K5	5607	Q13163	15	67835021	68116181	q23
210482_x_at	ENSG00000137764	MAP2K5	5607		15	67835021	68116181	q23
210483_at	ENSG00000173535	TNFRSF10C	8794		8	22941868	22990110	p21.3
210484_s_at	ENSG00000173535	TNFRSF10C	8794		8	22941868	22990110	p21.3
210484_s_at	ENSG00000173535	TNFRSF10C	8794	O14798	8	22941868	22990110	p21.3
210486_at	ENSG00000144504	ANKMY1	51281	Q9P2S6	2	241418839	241508626	q37.3
210487_at	ENSG00000107447	DNTT	1791	P04053	10	98064085	98098321	q24.1
210487_at	ENSG00000107447	DNTT	1791		10	98064085	98098321	q24.1
210492_at	ENSG00000198948	MFAP3L	9848		4	170907748	170954182	q33
210493_s_at	ENSG00000198948	MFAP3L	9848	O75121	4	170907748	170954182	q33
210493_s_at	ENSG00000198948	MFAP3L	9848		4	170907748	170954182	q33
210495_x_at	ENSG00000115414	FN1	2335		2	216225163	216300895	q35
210495_x_at	ENSG00000115414	FN1	2335	P02751	2	216225163	216300895	q35
210501_x_at	ENSG00000178982	EIF3K	27335	Q9UBQ5	19	39109722	39127595	q13.2
